epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.35173333333333345,1.5097332233072618,0.001,0.33,1.5193460179320333
2,0.34599999999999986,1.5091534261777257,0.001,0.308,1.5438963130955525
3,0.35760000000000003,1.4977118323125598,0.001,0.33,1.5358801809199936
4,0.3597333333333331,1.4984540333945384,0.001,0.322,1.5356870445306132
5,0.3633333333333333,1.489498815559239,0.001,0.36,1.5010973321415932
6,0.3681333333333332,1.4868116045512914,0.001,0.336,1.4986799806745887
7,0.3630666666666666,1.4957461404280523,0.001,0.35,1.5084798055981783
8,0.35279999999999995,1.4940433505254436,0.001,0.336,1.5021212010010707
9,0.3706666666666665,1.4841903211766614,0.001,0.364,1.5024054831949563
10,0.37533333333333324,1.4767522166746838,0.001,0.342,1.4982600983237637
11,0.37520000000000003,1.482921322147059,0.001,0.372,1.486148612520513
12,0.3734666666666666,1.4766788084998028,0.001,0.306,1.5250318971132597
13,0.37639999999999985,1.480588766939918,0.001,0.346,1.514491281339755
14,0.3918666666666667,1.4703037801453147,0.001,0.36,1.496745576854975
15,0.38306666666666667,1.4734909228349349,0.001,0.324,1.52172810554741
16,0.38413333333333327,1.4691726464032027,0.001,0.354,1.501518585671182
17,0.39293333333333325,1.4686076039938945,0.001,0.352,1.4795339706876842
18,0.3905333333333334,1.4661679945829649,0.001,0.374,1.4960621907153555
19,0.388933333333333,1.465081275583496,0.001,0.352,1.4861110260393477
20,0.4032,1.4641586319926634,0.001,0.382,1.480047096472722
21,0.3864000000000001,1.4667760011426056,0.001,0.332,1.5073507859114152
22,0.37359999999999993,1.4809882732421584,0.001,0.362,1.4898815235028668
23,0.3901333333333332,1.4649837056873825,0.001,0.382,1.4644424898147237
24,0.38600000000000007,1.4742033827036851,0.001,0.364,1.5115524995814564
25,0.39826666666666666,1.4587504114232523,0.001,0.386,1.4658800725379035
26,0.4038666666666668,1.468880133394818,0.001,0.392,1.4740808959516616
27,0.4051999999999999,1.4546337038843844,0.001,0.318,1.5256325776119009
28,0.39759999999999995,1.46276318914844,0.001,0.38,1.4946586114241471
29,0.40093333333333336,1.4560920021815043,0.001,0.38,1.492739260839913
30,0.3994666666666665,1.4533300063183392,0.001,0.386,1.4858080657188404
31,0.3927999999999999,1.4554025099062367,0.001,0.394,1.4888452776785308
32,0.3910666666666668,1.4685601976435771,0.001,0.372,1.4914149353771295
33,0.39840000000000003,1.461678224310077,0.001,0.344,1.502208868839241
34,0.408,1.4487224355992334,0.001,0.38,1.4790693125676808
35,0.40893333333333315,1.4537374126178717,0.001,0.354,1.4749959234516503
36,0.4073333333333331,1.4497483123236337,0.001,0.374,1.4801008117818841
37,0.41986666666666667,1.4475788645790777,0.001,0.386,1.4551442075993115
38,0.40333333333333327,1.4590602141307025,0.001,0.394,1.4692310321253441
39,0.4099999999999998,1.451837100432347,0.001,0.368,1.4970268091229395
40,0.40560000000000007,1.4627971229623737,0.001,0.36,1.4931316578432936
41,0.40226666666666655,1.456546752746727,0.001,0.326,1.5077144367610658
42,0.4045333333333332,1.4450997349606496,0.001,0.434,1.4595593204277844
43,0.4090666666666666,1.4456043912195022,0.001,0.398,1.463612744207104
44,0.42746666666666655,1.445092774154898,0.001,0.362,1.4920648410892057
45,0.42839999999999995,1.4306549875087273,0.001,0.396,1.4766188211827107
46,0.4215999999999999,1.4433019316633726,0.001,0.39,1.4514987434998228
47,0.40973333333333334,1.4496084350957674,0.001,0.438,1.4386742200424687
48,0.4150666666666666,1.4539100214201708,0.001,0.444,1.4537250921066225
49,0.4381333333333333,1.4360894533004518,0.001,0.434,1.4389447543556517
50,0.4476,1.4220409757606995,0.001,0.396,1.4794324560704732
51,0.4322666666666667,1.4295282548712434,0.001,0.368,1.4835483647382577
52,0.4251999999999998,1.4414994899202247,0.001,0.408,1.4382047391845383
53,0.4530666666666665,1.4214101061380566,0.001,0.416,1.453984492182268
54,0.44173333333333353,1.4397261251954874,0.001,0.446,1.438154701083448
55,0.4701333333333331,1.403823442280059,0.001,0.44,1.4480824276709137
56,0.4483999999999998,1.4082012135723279,0.001,0.442,1.4081986218078257
57,0.45333333333333314,1.4284020012028025,0.001,0.466,1.436650026766774
58,0.44786666666666664,1.4189020849599059,0.001,0.386,1.4593537936253111
59,0.4546666666666665,1.4135436382048001,0.001,0.438,1.4230923854650799
60,0.44733333333333325,1.425717267450668,0.001,0.414,1.466322451746999
61,0.4445333333333334,1.426078136782525,0.001,0.402,1.4720879371579567
62,0.44946666666666657,1.4153582568952803,0.001,0.434,1.456358165825235
63,0.47026666666666683,1.4034302280326747,0.001,0.462,1.4146886665934697
64,0.44653333333333317,1.418388303915516,0.001,0.46,1.427398100612754
65,0.4723999999999996,1.401719060113833,0.001,0.418,1.4457685120248311
66,0.4785333333333333,1.3953464627289554,0.001,0.412,1.4691845707901365
67,0.46399999999999975,1.3945833794188545,0.001,0.426,1.4157702829937218
68,0.46533333333333343,1.4033947133045377,0.001,0.4,1.4365410723128347
69,0.4721333333333332,1.3939451552143578,0.001,0.392,1.4563373627920995
70,0.4411999999999999,1.416705029905853,0.001,0.414,1.4402735052424116
71,0.4646666666666669,1.4046683245865652,0.001,0.412,1.4438800316924885
72,0.46920000000000006,1.3952650233513546,0.001,0.388,1.4552690406095843
73,0.4801333333333333,1.388509538760085,0.001,0.438,1.4286037108577252
74,0.4859999999999998,1.3839491981107377,0.001,0.404,1.444410829308269
75,0.46626666666666644,1.3924114673557078,0.001,0.426,1.422634939108306
76,0.4598666666666666,1.4027024024024368,0.001,0.416,1.440859540538754
77,0.4856,1.3831137231128992,0.001,0.408,1.4185847411217922
78,0.47253333333333336,1.385916676739209,0.0005,0.45,1.4034916606054448
79,0.47173333333333345,1.386897731969374,0.0005,0.414,1.4126623451800828
80,0.4722666666666665,1.3750235344021953,0.0005,0.42,1.3986973119451203
81,0.47626666666666684,1.3804093700112832,0.0005,0.448,1.39978517140658
82,0.4759999999999998,1.3862561039484995,0.0005,0.424,1.4207295956679187
83,0.48640000000000017,1.3791692747127937,0.0005,0.434,1.425849717173934
84,0.49666666666666687,1.3715427116086163,0.0005,0.438,1.4185334118544666
85,0.4813333333333334,1.3726614572333498,0.0005,0.434,1.4059502674754045
86,0.4805333333333334,1.3784893884608553,0.0005,0.426,1.4080017315597562
87,0.4842666666666664,1.3720254482168934,0.0005,0.452,1.4043845054310855
88,0.4901333333333335,1.3646219854039114,0.0005,0.404,1.424909711718785
89,0.48639999999999994,1.3686523838717166,0.0005,0.438,1.4152723879157265
90,0.47746666666666665,1.374202902725648,0.0005,0.442,1.4165800312770607
91,0.4907999999999997,1.366410283671914,0.0005,0.404,1.4189375395030508
92,0.49319999999999986,1.363791762649389,0.0005,0.466,1.399270090144178
93,0.4794666666666668,1.3764423950472457,0.0005,0.444,1.4200016577784866
94,0.4770666666666667,1.3780747379199891,0.0005,0.48,1.3975090515652446
95,0.47333333333333305,1.3838698044459101,0.0005,0.412,1.3982131663314363
96,0.4795999999999998,1.3682917434270114,0.0005,0.428,1.4056976292652723
97,0.486,1.3695347160830809,0.0005,0.44,1.4068407676589834
98,0.4862666666666666,1.3639958556341047,0.0005,0.408,1.4226568195671374
99,0.49346666666666644,1.3585911194917808,0.0005,0.438,1.409533417089457
100,0.4901333333333333,1.364102738761234,0.0005,0.422,1.4071218375374703
101,0.4823999999999999,1.3737886709148917,0.0005,0.426,1.4144384358188253
102,0.5078666666666666,1.3521153850474346,0.0005,0.434,1.412052054178091
103,0.49159999999999987,1.364113089961994,0.0005,0.462,1.3907627103927185
104,0.49,1.366231070749801,0.0005,0.434,1.4272316934565634
105,0.4914666666666665,1.366405919341103,0.0005,0.43,1.4124804742393335
106,0.49119999999999997,1.3595534143444399,0.0005,0.448,1.3930497126345638
107,0.5180000000000002,1.3431196952806106,0.0005,0.442,1.417585816894726
108,0.4946666666666669,1.3568741007371934,0.0005,0.426,1.3932679958409506
109,0.4868,1.3681034082433743,0.0005,0.426,1.4108740342561055
110,0.45666666666666655,1.392967551341334,0.0005,0.482,1.38662946329375
